"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Canada","CAN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","9177082991.39416","9191900989.54029","9722690801.90392","11329416796.5943","13237685299.9929","15411434154.7074","15881961721.4379","16234252102.4751","17828237845.266","19280313905.6369","22640126757.7738","25452065865.2389","30188981101.8898","38034764826.1759","42463625639.009","49696754563.8945","49821344616.8312","50703953712.6326","57222127368.9602","65876667807.0476","76872132788.3894","71011591148.5775","71871957156.7673","71913365763.2615","75824240205.0531","79730118747.751","94683257918.552","115266108718.615","130239864864.865","129376071306.136","124120624945.448","115223794159.014","108031935508.875","112475834797.891","111177499271.349","118596993032.637","132963310703.452","130318166498.146","136973817055.933","145970641707.629","148917871900.826","151939081118.97","179219184926.129","214317448116.833","256176761841.888","301916431593.794","342807932222.326","364471415182.755","306637214591.899","379448759977.931","421619974885.965","447843495449.785","446640434761.011","440410285521.471","371236410475.862","347960714854.659","374322815203.045","391237204545.595","393732750480.922","383857863956.945","481110226192.679","502701855270.684","496675093216.449","506971226420.022",
"Central Europe and the Baltics","CEB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85380686300.7207","97376055471.2869","100852195243.247","113135450530.726","108671118384.564","105417283686.162","110966439763.737","120395928191.005","145115285130.02","176078796195.592","209369683438.177","248607057363.85","344313447589.565","420349330991.9","305132151908.968","288509110808.495","326569388996.026","295935033853.299","301574357395.025","318504531805.462","287696279231.524","270565237542.461","298977704223.177","350666483730.65","372055503562.475","364032073193.728","412042899202.456","423507857430.302","511492545736.98","523853416199.985",
"Switzerland","CHE","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","8855816144.52321","11308827741.358","14074877071.7147","18736189332.6593","20254352700.2987","20233062023.0117","18147165546.4874","19521642188.4751","28198934563.7584","32279320382.5104","37506734499.0153","34688869768.8626","33741565778.4564","34403458625.1251","32580832446.6953","33447971185.5439","49158661404.1915","62196387473.176","71066808583.339","69725155571.8565","87572145839.332","84917646443.5146","79327099985.7773","72265710611.8029","80736042991.8842","94301994926.0042","87074351132.6861","75697591125.1981","81388247344.4613","81182598855.0126","76818035291.3311","76992133799.4785","83755529321.1857","96058755476.3496","110316141535.987","114036994860.263","119507470090.924","133517090969.677","151654909980.611","139743964709.126","150842363969.901","182686409926.546","180315063839.058","185228494825.842","191938137844.604","183324970950.81","182291037019.406","188739302150.419","193020825251.819","192044358129.355","200294648902.46","214068243093.52","212521146902.729","230978442720.565","234652590132.405",
"Channel Islands","CHI","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","608431818.181818","740117142.857143","871505671.077505","924189272.503083","940407889.033377","930439974.659487","1054177356.53077","1043902131.01815","1106347149.50553","1244534810.86099","1435688685.93722","1664856745.02416","1621931269.49844","2263123865.88872","2910034981.59662","1416109977.21782","1453083867.54973","1983405553.01483","2525001309.61646","3455443978.12233","5147027577.17949","6827673086.66667","2876222248.34863","2745759666.0847","3073306511.93166","2960340744.27609","3235777772.32558","4345008966.05171","5386343573.41174","7252166655.40878","7946298813.01894","7932911027.14136","10935913276.3873","13092385570.2768","14199310917.4736","18912395593.5648","21922808953.2206","24551917255.2422","22611690910.6386","16939045999.4841","17268496559.4065","16095785325.2312","15650968352.283","16896925716.1555","21200853363.1927","28578668347.55","32406684833.4739","37913268160.2317","48357583409.8712","41433371768.4284","49955335554.5426","62142758222.4733","71436238598.8639","73089933638.9674","66119370445.8542","61753005219.7252","60164914964.3793","61465489054.2085","68194554801.1115","68318108353.6462","57327174111.3452","73551650332.3101","77244164800.4139","81342339028.8232","77577606207.6235",
"China","CHN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","19495171136.3473","9506393846.96376","7307599407.59011","9003677226.78729","12100169923.8243","14539666818.1813","16743508489.0826","13248090245.8314","12303878586.8441","16724341920.9208","22354514935.9678","24796716479.6294","27998375041.0901","33644743794.1587","38293247655.5333","47472832936.2525","44699652856.293","49200930266.231","43875302560.9756","50545117252.1739","54593387062.5","53388698428.5714","57916140351.145","65001225015.3257","76219038739.2857","94181047057.8231","93113390307.2464","83416274479.8206","96994617160.4938","89049722510.1214","86565315650.0956","100101045296.167","131189952904.239","166613890516.5","196693415733.594","240857329959.694","277142350263.255","302425252571.92","342979152690.471","360681303415.577","399521459432.767","453393641323.232","521256785555.368","641309202798.054","780791999227.721","910110018931.413","1075329111482.4","1357683411650.45","1811074229473.19","2252783317543.54","2695015515631.65","3338395140046.5","3805458298857.17","4294334930447.57","4630649568303.33","4694699581163.45","4706201149285.17","5192867621329.67","5995876333537.23","6151721422590.08","6275911069015.95","7526788365592.98","7552539216090.82","7391169506259.04","7473098611724.56",
"Cote d'Ivoire","CIV","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","195869652.565676","201075799.745502","207722786.406611","222164144.698274","235804982.874057","300647848.291244","332296232.297905","373768532.923575","546908546.925761","596581669.949168","858091119.106689","1034523938.25141","1618367406.98876","2343391347.33749","2477886010.97874","2478233178.31202","2054970104.25216","1639347955.43894","1211863483.41997","887044462.207609","821345224.489382","1082280106.89647","1187286514.57722","1177791166.51357","1006723049.54675","917878532.276454","899658950.217345","948272653.145006","1032277606.14513","960150406.941082","1505493564.1528","3468487667.82322","3253552725.90867","3571912510.47596","3635748504.26125","2712427376.74854","2578865528.73126","2791002554.28747","2729543619.84011","3172359880.73017","3302065398.43921","3600993290.86317","4802114704.75634","5492656978.25351","5458542360.05337","7232924619.48558","6548748300.85977","6212148642.64402","8864710889.91961","10977988217.0053","10794779639.1539","11277314677.4858","11505937027.3402","13147981942.8428","13390902075.4317","12822867366.2766","15328497382.0429","15808358546.0741","16642959857.4607","17180451932.5224",
"Cameroon","CMR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","468007279.076528","497174109.21109","1346875618.17026","2103645741.79461","2403140519.16598","1336617724.32264","1624397895.88878","1361507826.20683","1450404828.78406","1417074130.87045","1468850229.70389","2940042258.70778","3201939931.35517","2543241726.41771","2000603226.31293","2134686571.00087","1970884089.19471","1726914092.43915","2391844929.83446","1528722357.02416","1883253011.80054","1943032505.77854","1959366627.51596","2097514978.06749","2025112198.64371","1848118317.03771","2106528880.88767","2423214199.03273","2932680557.19909","3556464593.47351","3624985902.97372","3733713908.08022","4446598929.32992","5514152137.93669","5195321085.10903","5095994639.28302","5799929403.29549","5487213555.26488","6203888698.04039","7072421401.42","5994898231.86821","6579463476.73402","6965626422.15044","7811326973.68825","7571982590.61864","7417590008.98571","8187464110.97997","8344559598.2803","9346493127.95437","9690353037.09076",
"Congo, Dem. Rep.","COD","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","439127027.383503","544795421.150297","1563817004.71656","152270969.235173","130573923.543251","144589054.545455","2752173913.04348","495590763.666667","648400173.470144","842346355.452699","1250332075.51799","2148455731.09623","2405503021.83747","3108366341.6996","5297129838.54237","4111694631.98055","6722969239.73945","7778330432.70774","8261563081.53087","10542200025.4735","11981212767.061","10548735695.3954","10915147314.3015","10333748875.8639","13377946330.1728","10446328396.3783","10200055651.5945","19231360937.0415","25833138067.9621","23799613172.4427","23092704870.6423",
"Congo, Rep.","COG","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","196506375.190032","286963585.486455","224314271.976353","199039628.375951","205622827.166997","311204326.250882","610092159.650753","960139126.772343","1290602342.85925","806159489.375222","666656496.321766","654405179.623053","544621093.147751","453309181.729443","411954788.287655","346699455.615103","482251123.858146","535612546.802248","603721004.565608","776938820.012654","936681558.615635","725796639.09428","805933030.168579","501684710.637858","474440474.393013","626022232.523995","675013539.027033","734659605.215332","684009590.031934","892749619.654287","1020132244.88993","1557651917.22526","2046739188.95154","5154246153.63183","4607008545.09563","5136742046.25226","5098923317.74858","5302277528.55029","6750107174.26448","8451717306.8348","9824443517.62839","9699253278.30709","8506922432.72113","4339045399.88556","3892299552.66003","3650073052.98766","2667127043.85507","3282211574.6798","3272632067.6494","3815635382.41068","4171980531.79263",
"Colombia","COL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","765315915.599096","873846522.38806","932805367.182519","835510266.666667","1008167711.11111","768380952.380952","812740740.740741","898894993.347901","997072128.752678","1125582362.00835","1296830439.92149","1369667842.25392","1394174704.00198","1629750930.1408","2027611399.1029","2008859429.31048","2437555843.78152","2829184591.37112","3578385982.86226","4308632777.33776","5602866431.32261","6424172129.52291","6804799191.08445","6655638334.97131","6491521809.20971","6116615850.98063","6198440447.06909","6336325418.87755","7646688390.97607","7145096528.26553","9115491976.26727","8612961061.52753","11160933686.2226","15183587215.829","19027353361.5579","20718082734.6334","20982522998.3904","21551215668.1837","18641760083.1146","11417816711.0217","14111663054.2082","15122440463.1986","16381727946.8917","17139967775.4219","22050562423.9691","30512271667.6977","36528956615.6707","49654661605.6493","53141828498.0059","52646499704.169","63152795093.2005","73410593325.5633","78309280514.8077","81532670374.7402","86429247840.5681","68603201437.9211","62564990483.6094","67746192353.0109","70943166882.8459","68705959026.0682","49641567077.6139","60486974112.4444","65913816191.7414","60492769804.5865","69500938877.2387",
"Comoros","COM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","41659465.3122171","36450988.3903936","34601348.6212869","33581225.2670831","32367620.9559426","32854192.6551445","44185183.8639348","53624666.8693543","57583822.4981049","56255990.0650445","68732841.0069484","68567459.1003892","74722428.982257","73215858.9530491","53880864.3744935","67228975.4103844","67180194.2799394","62101284.5255096","62292118.1757121","63659641.7386318","58111006.5180663","63801038.7325633","73148841.2156939","93597901.3483925","106580738.329907","112176911.209516","117846566.888287","127393169.951595","171177861.564981","150686067.570162","162187147.645638","171133808.209248","169605930.841654","181011300.925118","175168375.627178","130378566.05512","126357223.331607","143550098.107072","173944729.491887","150012018.983801","133538525.289898","168718866.843005","145931702.737734","155651011.801794","169085097.162809",
"Cabo Verde","CPV","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","81684793.2154073","84412975.7959225","88840769.3117397","93351979.6694787","88855806.6795988","110128301.886792","111079245.283019","125886792.45283","133147169.811321","154490566.037736","191667924.528302","238234196.364442","271318764.129616","338751613.944723","400353089.533417","431131855.309218","565460910.151692","687141190.198366","811248541.423571","1055997666.27771","1154550758.45974","631222248.90829","529544639.729597","566248246.375209","733811614.269906","757223762.376238","824786738.351254","897133981.201211","873609974.93073","1075377881.88879","1278902119.29211","1227041068.79607","1662010744.82348","1950542607.41365","2096526778.7543","2291579436.06302","2096548064.12787","2430788378.76182","3026690041.9923","3005924959.74517","2956120931.24371","3168844732.5691","3279953323.60625","3418111720.01204","3699443159.40904","3998469393.57161","4609679772.32274","6012763120.13353","7313865747.19407","6457695467.34086","7327014646.02203","8309851604.4955","9459960206.87647","10095987716.1356","10320029279.7257","10717714717.4987","11077682514.361","11000461776.4852","11362259464.5979","10470555407.256","10088218123.7365","10956464657.6675","11737048633.7383","13994845624.8503","15089704082.7251",
"Caribbean small states","CSS","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","1447337100","1758209300","2068731479.5383","2539467189.3848","2899398170.73171","3310606585.36585","3509209744.21437","3614169518.07229","4533950909.09091","4972606849.31507","5052997500","5163818192.77108","5322992705.88235","5605106868.45169","6083038474.67274","5798903592.09521","6512549796.01632","6124491924.20196","6710033113.45646","6921725746.50775","7022687234.04255","5501122969.83759","3447294189.18919","3060244054.05405","2331042972.97297","2359534405.71939","2919000000","2979000000","3122000000","3291000000","3630200000","3417300000","3074100000","2944900000","3237500000","3821500000","5079629629.62963","5257222222.22222","6095833333.33333","4987037037.03704","5150000000","5320000000","5677000000","6360000000","5891000000","7531000000","8051000000","9564000000","11453000000","11596000000","10536000000","","","","",
"Curacao","CUW","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","583687150.837989","610167597.765363","680167597.765363","794692737.430168","783240223.463687","810223463.687151","911284916.201117","813463687.150838","875754189.944134","811005586.592179","802681564.24581","885195530.726257","871396648.044693","1037206703.91061","","","","","","",
"Cayman Islands","CYM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","96266891.5903533","121291224.881349","216415815.133636","324323327.785835","449141926.443995","736710447.761194","657465969.316597","641936991.368681","600576307.007786","702690029.910269","660812284.069098","741359322.033898","869700974.421437","1052172647.42785","1256479171.59763","1375850704.22535","1402692803.0303","1772980312.90743","1491655359.24617","1528588095.2381","2503304010.34929","2409696361.35508","2344399087.79932","2017096153.84615","2240002157.4973","2005521206.40905","1977963570.1275","2392268269.23077","2951098527.74632","3575955000","3968103469.7177","5033757370.46795","6123612099.64413","7569096235.53537","6105522220.26953","5777420128.88617","5247344845.72962","3872782775.60648","3373413728.75841","3090055106.22695","2554958637.34001","3795651196.95026","4771679134.57432","4785252954.45178","4894564501.90087","5320157714.51024","5836751059.14412","6357663664.7768","7711936118.67999","7733343796.33939",
